iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
10,1.0656944665059605e+01,1.3791650813126242e+00,1.9722071827019896e+00,1.6518532670638977e+00,2.1377406160848844e-01,4.6830499458879604e+00,3.5818187247347366e-01,3.1751778917878570e-01,nan,nan,2.9557869466113058e+01,3.1530076648815051e+01,1.5500251891893058e-01,0.0000000000000000e+00,1.0656944665059605e+01,1.3791650813126242e+00,1.9722071827019896e+00,1.6518532670638977e+00,2.1377406160848844e-01,4.6830499458879604e+00,3.5818187247347366e-01,3.1751778917878570e-01,nan,nan,2.9557869466113058e+01,3.1530076648815051e+01,1.5500251891893058e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.6181880854152770e+00,5.4272821281229131e+00,1.8974541832314034e+00,2.8461812748471051e+00,0.0000000000000000e+00,0,0,1.4426000000000000e-03,
11,6.5514595029984308e+00,1.1453203870484536e+00,2.1197587243894489e-01,1.0754677753696915e+00,1.8801233040985946e-01,3.6241810803845693e+00,3.8422216175644092e-01,nan,1.4680784829053013e+00,5.6974588212568532e-02,-2.9724774790586956e+01,-2.9512798918148007e+01,1.6415697523238573e-01,0.0000000000000000e+00,6.5514595029984308e+00,1.1453203870484536e+00,2.1197587243894489e-01,1.0754677753696915e+00,1.8801233040985946e-01,3.6241810803845693e+00,3.8422216175644092e-01,nan,1.4680784829053013e+00,5.6974588212568532e-02,-2.9724774790586956e+01,-2.9512798918148007e+01,1.6415697523238573e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1691070411827065e+00,3.2536605617740602e+00,1.0738033564492175e+00,1.6107050346738268e+00,0.0000000000000000e+00,0,0,1.6052979999999998e-03,
12,6.6221956897049683e+00,8.5498694307817380e-01,4.5209735062562117e-01,8.9550619508185680e-01,1.1561816353915608e-01,1.7854208976022898e+00,2.4900833611108014e-01,nan,1.7744131164950643e+00,5.3323700113287770e-02,-2.4681760294087965e+01,-2.5133857644713586e+01,1.3522798736890745e-01,0.0000000000000000e+00,6.6221956897049683e+00,8.5498694307817380e-01,4.5209735062562117e-01,8.9550619508185680e-01,1.1561816353915608e-01,1.7854208976022898e+00,2.4900833611108014e-01,nan,1.7744131164950643e+00,5.3323700113287770e-02,-2.4681760294087965e+01,-2.5133857644713586e+01,1.3522798736890745e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7277724337364420e+00,2.5916586506046637e+00,7.0606744759479612e-01,1.0591011713921943e+00,0.0000000000000000e+00,0,0,1.6961420000000001e-03,
13,4.2655086042685975e+00,4.8974092241682682e-01,8.0711620602921030e-02,6.5746771874305843e-01,7.5486624669867108e-02,1.5803434854969634e+00,1.5602024361205535e-01,nan,2.7638019181680007e+00,1.2316738144614027e-01,-1.5615827011895901e+01,-1.5696538632498820e+01,1.5413583226279620e-01,0.0000000000000000e+00,4.2655086042685975e+00,4.8974092241682682e-01,8.0711620602921030e-02,6.5746771874305843e-01,7.5486624669867108e-02,1.5803434854969634e+00,1.5602024361205535e-01,nan,2.7638019181680007e+00,1.2316738144614027e-01,-1.5615827011895901e+01,-1.5696538632498820e+01,1.5413583226279620e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0991546357649820e+00,1.6487319536474732e+00,6.7339999855124066e-01,1.0100999978268610e+00,0.0000000000000000e+00,0,0,1.8550810000000000e-03,
14,4.0418791024190899e+00,3.9092247178436651e-01,2.9631504151272736e-01,6.1247759417903991e-01,5.9237609280720777e-02,1.4386774630747399e+00,1.2040671032417788e-01,9.2428593080278487e-01,nan,nan,1.0760014561023130e+01,1.0463699519510403e+01,1.5153288326028067e-01,0.0000000000000000e+00,4.0418791024190899e+00,3.9092247178436651e-01,2.9631504151272736e-01,6.1247759417903991e-01,5.9237609280720777e-02,1.4386774630747399e+00,1.2040671032417788e-01,9.2428593080278487e-01,nan,nan,1.0760014561023130e+01,1.0463699519510403e+01,1.5153288326028067e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.4504380784966797e-01,9.6756571177450179e-01,2.7523947387189729e-01,4.1285921080784593e-01,0.0000000000000000e+00,0,0,1.9372810000000001e-03,
15,4.2232058514896069e+00,4.8208909009078060e-01,4.6214492120684980e-01,6.1173207435631505e-01,6.9830685378919288e-02,1.0000585792159082e+00,1.3770926896627442e-01,5.6617853810246233e-01,nan,nan,1.6613254431998779e+01,1.7075399353205629e+01,1.4485016735344436e-01,0.0000000000000000e+00,4.2232058514896069e+00,4.8208909009078060e-01,4.6214492120684980e-01,6.1173207435631505e-01,6.9830685378919288e-02,1.0000585792159082e+00,1.3770926896627442e-01,5.6617853810246233e-01,nan,nan,1.6613254431998779e+01,1.7075399353205629e+01,1.4485016735344436e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.6317642076487870e-01,9.9476463114731795e-01,2.9793661099462798e-01,4.4690491649194197e-01,0.0000000000000000e+00,0,0,2.0176090000000001e-03,
16,4.4916451710737926e+00,2.3585126815704666e-01,4.2842795624912444e-01,5.7997784909440053e-01,3.0453988683885585e-02,1.0548698480274754e+00,5.2903836982508827e-02,1.3573027309096659e+00,nan,nan,6.0930710635740883e+00,6.5214990198232119e+00,1.2912370122855196e-01,0.0000000000000000e+00,4.4916451710737926e+00,2.3585126815704666e-01,4.2842795624912444e-01,5.7997784909440053e-01,3.0453988683885585e-02,1.0548698480274754e+00,5.2903836982508827e-02,1.3573027309096659e+00,nan,nan,6.0930710635740883e+00,6.5214990198232119e+00,1.2912370122855196e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.0784621154706555e-01,7.6176931732059883e-01,2.2120823434410619e-01,3.3181235151615907e-01,0.0000000000000000e+00,0,0,2.1641759999999999e-03,
17,4.7682225051350295e+00,2.5484322244733426e-01,3.1242511193451961e-01,5.6344330935839515e-01,3.0113885933101481e-02,8.8211494114386246e-01,6.2562112026165476e-02,nan,5.8252268731219559e+00,5.4377707626924043e-01,-6.3321919598979850e+00,-6.0197668479634654e+00,1.1816632062610494e-01,0.0000000000000000e+00,4.7682225051350295e+00,2.5484322244733426e-01,3.1242511193451961e-01,5.6344330935839515e-01,3.0113885933101481e-02,8.8211494114386246e-01,6.2562112026165476e-02,nan,5.8252268731219559e+00,5.4377707626924043e-01,-6.3321919598979850e+00,-6.0197668479634654e+00,1.1816632062610494e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.7920739629244340e-01,4.1881109443866488e-01,1.4939363689163310e-01,2.2409045533744942e-01,0.0000000000000000e+00,0,0,2.2820749999999997e-03,
18,4.8466612630874923e+00,3.6888379602644777e-01,1.2807263289267823e-01,5.4514994976806830e-01,4.1491858406866783e-02,6.4232560609299560e-01,8.4520386935399164e-02,nan,3.2685083871237337e+00,3.5345142699664639e-01,-1.1829788929003438e+01,-1.1701716296110760e+01,1.1247948230258385e-01,0.0000000000000000e+00,4.8466612630874923e+00,3.6888379602644777e-01,1.2807263289267823e-01,5.4514994976806830e-01,4.1491858406866783e-02,6.4232560609299560e-01,8.4520386935399164e-02,nan,3.2685083871237337e+00,3.5345142699664639e-01,-1.1829788929003438e+01,-1.1701716296110760e+01,1.1247948230258385e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.7282701370891850e-01,7.0924052056337761e-01,2.4738281265322914e-01,3.7107421897984372e-01,0.0000000000000000e+00,0,0,2.3645930000000003e-03,
19,4.7852794593710906e+00,2.6770221860505461e-01,4.2586540387934413e-02,5.3205759196096891e-01,2.9764823351055368e-02,7.5180019669579046e-01,5.0221843358382735e-02,nan,5.4888262762968472e+00,6.6582346964411365e-01,-5.9582298778989307e+00,-5.9156433375109962e+00,1.1118631554924800e-01,0.0000000000000000e+00,4.7852794593710906e+00,2.6770221860505461e-01,4.2586540387934413e-02,5.3205759196096891e-01,2.9764823351055368e-02,7.5180019669579046e-01,5.0221843358382735e-02,nan,5.4888262762968472e+00,6.6582346964411365e-01,-5.9582298778989307e+00,-5.9156433375109962e+00,1.1118631554924800e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.7659092204120956e-01,7.1488638306181462e-01,2.8343317240021548e-01,4.2514975860032322e-01,0.0000000000000000e+00,0,0,2.4453420000000001e-03,
20,4.6803415513670412e+00,2.5042631965237672e-01,1.8318250354339627e-01,5.0931579922585146e-01,2.7251447301679291e-02,7.3380789053033990e-01,4.9520976484337759e-02,2.6317237855359346e+00,2.8209265685995121e+01,3.8381890950459181e+00,1.0284388408515006e+00,1.2116213443948971e+00,1.0882022041256578e-01,0.0000000000000000e+00,4.6803415513670412e+00,2.5042631965237672e-01,1.8318250354339627e-01,5.0931579922585146e-01,2.7251447301679291e-02,7.3380789053033990e-01,4.9520976484337759e-02,2.6317237855359346e+00,2.8209265685995121e+01,3.8381890950459181e+00,1.0284388408515006e+00,1.2116213443948971e+00,1.0882022041256578e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.5514455347616053e-01,5.3271683021424066e-01,2.5966159641043585e-01,3.8949239461565388e-01,0.0000000000000000e+00,0,0,2.5274329999999999e-03,
21,4.5890925439990644e+00,3.5512574561629862e-01,3.0179594802343335e-01,4.7889076216944210e-01,3.7058838398578028e-02,6.2804899199555364e-01,6.8726608904047901e-02,1.6408318846739558e+00,5.3150641890770785e+01,8.1744131192157141e+00,2.4824158250611204e+00,2.7842117730845541e+00,1.0435413049049633e-01,0.0000000000000000e+00,4.5890925439990644e+00,3.5512574561629862e-01,3.0179594802343335e-01,4.7889076216944210e-01,3.7058838398578028e-02,6.2804899199555364e-01,6.8726608904047901e-02,1.6408318846739558e+00,5.3150641890770785e+01,8.1744131192157141e+00,2.4824158250611204e+00,2.7842117730845541e+00,1.0435413049049633e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.6663560168748544e-01,5.4995340253122804e-01,2.2316229510129593e-01,3.3474344265194378e-01,0.0000000000000000e+00,0,0,2.6777609999999999e-03,
22,4.4981867289181050e+00,4.2452365727175229e-01,3.6920453381139229e-01,4.4420105274755489e-01,4.1922193728429313e-02,5.9975156208551850e-01,6.3570635392689950e-02,9.6334124605988407e+00,5.6343977364532467e+00,9.8060059824054968e-01,-3.5702721678252978e+00,-3.2010676340139055e+00,9.8751136739579790e-02,0.0000000000000000e+00,4.4981867289181050e+00,4.2452365727175229e-01,3.6920453381139229e-01,4.4420105274755489e-01,4.1922193728429313e-02,5.9975156208551850e-01,6.3570635392689950e-02,9.6334124605988407e+00,5.6343977364532467e+00,9.8060059824054968e-01,-3.5702721678252978e+00,-3.2010676340139055e+00,9.8751136739579790e-02,0.0000000000000000e+00,1.0000000000000001e-01,4.0135385168445048e-01,6.0203077752667600e-01,2.4622740491298145e-01,3.6934110736947212e-01,0.0000000000000000e+00,0,0,2.8433940000000000e-03,
23,4.3326821306359058e+00,4.9293487344078657e-01,2.8568800177524611e-01,4.0815186184378599e-01,4.6435967443810414e-02,5.3339551339905855e-01,6.6198278733307428e-02,nan,2.6515320710199362e+00,5.1486330592231777e-01,-1.1316473019623125e+01,-1.1030785017847879e+01,9.4203047797527154e-02,0.0000000000000000e+00,4.3326821306359058e+00,4.9293487344078657e-01,2.8568800177524611e-01,4.0815186184378599e-01,4.6435967443810414e-02,5.3339551339905855e-01,6.6198278733307428e-02,nan,2.6515320710199362e+00,5.1486330592231777e-01,-1.1316473019623125e+01,-1.1030785017847879e+01,9.4203047797527154e-02,0.0000000000000000e+00,1.0000000000000001e-01,4.2320778433115808e-01,6.3481167649673709e-01,3.0569747613263670e-01,4.5854621419895503e-01,0.0000000000000000e+00,0,0,2.9214950000000001e-03,
24,4.5191424147639720e+00,5.6842123918420340e-01,1.9616376242911393e-01,4.1417352410129410e-01,5.2095067205188320e-02,6.1809885144120547e-01,6.5069672444817414e-02,nan,2.1321203637468673e+00,4.5201978058729553e-01,-1.4344760167654803e+01,-1.4148596405225689e+01,9.1648699263868136e-02,0.0000000000000000e+00,4.5191424147639720e+00,5.6842123918420340e-01,1.9616376242911393e-01,4.1417352410129410e-01,5.2095067205188320e-02,6.1809885144120547e-01,6.5069672444817414e-02,nan,2.1321203637468673e+00,4.5201978058729553e-01,-1.4344760167654803e+01,-1.4148596405225689e+01,9.1648699263868136e-02,0.0000000000000000e+00,1.0000000000000001e-01,4.7182596236027285e-01,7.0773894354040912e-01,3.4832740463628253e-01,5.2249110695442380e-01,0.0000000000000000e+00,0,0,2.9999710000000001e-03,
25,3.8820150530219002e+00,3.1676197301055220e-01,1.9532494329431138e-01,3.4960318687055408e-01,2.8526678472740260e-02,5.7124322745676004e-01,4.7315902089113716e-02,nan,1.9280321172543438e+00,4.3811584107584872e-01,-1.5590543024674639e+01,-1.5395218081380328e+01,9.0057143544152507e-02,0.0000000000000000e+00,3.8820150530219002e+00,3.1676197301055220e-01,1.9532494329431138e-01,3.4960318687055408e-01,2.8526678472740260e-02,5.7124322745676004e-01,4.7315902089113716e-02,nan,1.9280321172543438e+00,4.3811584107584872e-01,-1.5590543024674639e+01,-1.5395218081380328e+01,9.0057143544152507e-02,0.0000000000000000e+00,1.0000000000000001e-01,2.8553857261919646e-01,4.2830785892879469e-01,1.7435707599503480e-01,2.6153561399255221e-01,0.0000000000000000e+00,0,0,3.0794659999999999e-03,
26,3.8597946690074836e+00,3.5947473095558918e-01,1.6803819433930300e-01,3.4717676421384847e-01,3.2333656220603281e-02,4.1619230203006063e-01,5.6984252643942732e-02,nan,1.5628872370500888e+00,3.7976281441742910e-01,-1.9879345779719650e+01,-1.9711307585380347e+01,8.9946951583080526e-02,0.0000000000000000e+00,3.8597946690074836e+00,3.5947473095558918e-01,1.6803819433930300e-01,3.4717676421384847e-01,3.2333656220603281e-02,4.1619230203006063e-01,5.6984252643942732e-02,nan,1.5628872370500888e+00,3.7976281441742910e-01,-1.9879345779719650e+01,-1.9711307585380347e+01,8.9946951583080526e-02,0.0000000000000000e+00,1.0000000000000001e-01,3.9507787461424004e-01,5.9261681192136006e-01,2.5865104600247868e-01,3.8797656900371802e-01,0.0000000000000000e+00,0,0,3.2087509999999997e-03,
27,3.7227074187024147e+00,3.2099569328097532e-01,5.3611336059978143e-02,3.4483318877266356e-01,2.9733727646786869e-02,4.2167701426219101e-01,6.2314187168871368e-02,nan,1.3483085394719767e+00,3.4599795092594315e-01,-2.3405532604565614e+01,-2.3351921268505638e+01,9.2629677809291405e-02,0.0000000000000000e+00,3.7227074187024147e+00,3.2099569328097532e-01,5.3611336059978143e-02,3.4483318877266356e-01,2.9733727646786869e-02,4.2167701426219101e-01,6.2314187168871368e-02,nan,1.3483085394719767e+00,3.4599795092594315e-01,-2.3405532604565614e+01,-2.3351921268505638e+01,9.2629677809291405e-02,0.0000000000000000e+00,1.0000000000000001e-01,4.6254219369192118e-01,6.9381329053788143e-01,2.7406899013452080e-01,4.1110348520178075e-01,0.0000000000000000e+00,0,0,3.3353579999999996e-03,
28,3.3535666282302841e+00,5.0151712670083815e-01,2.8345025679803015e-02,3.2785318514606648e-01,4.9029587189368479e-02,4.0449228107892665e-01,7.3093811719724330e-02,nan,1.3692672217260529e+00,3.6394428621460823e-01,-2.2235379373688154e+01,-2.2263724399367959e+01,9.7762538065056553e-02,0.0000000000000000e+00,3.3535666282302841e+00,5.0151712670083815e-01,2.8345025679803015e-02,3.2785318514606648e-01,4.9029587189368479e-02,4.0449228107892665e-01,7.3093811719724330e-02,nan,1.3692672217260529e+00,3.6394428621460823e-01,-2.2235379373688154e+01,-2.2263724399367959e+01,9.7762538065056553e-02,0.0000000000000000e+00,1.0000000000000001e-01,4.1692875144032909e-01,6.2539312716049367e-01,2.2491797591241003e-01,3.3737696386861504e-01,0.0000000000000000e+00,0,0,3.4146780000000000e-03,
29,2.8384481598254974e+00,6.2185157346910747e-01,3.6919075073654106e-02,2.9536241486766829e-01,6.4708450564193720e-02,3.5332230941274873e-01,8.1150489794258429e-02,nan,1.5765321784697910e+00,4.2798979554306849e-01,-1.7586556618174164e+01,-1.7623475693247819e+01,1.0405770978950224e-01,0.0000000000000000e+00,2.8384481598254974e+00,6.2185157346910747e-01,3.6919075073654106e-02,2.9536241486766829e-01,6.4708450564193720e-02,3.5332230941274873e-01,8.1150489794258429e-02,nan,1.5765321784697910e+00,4.2798979554306849e-01,-1.7586556618174164e+01,-1.7623475693247819e+01,1.0405770978950224e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.3213142857837739e-01,6.4819714286756580e-01,2.7481993360251789e-01,4.1222990040377683e-01,0.0000000000000000e+00,0,0,3.4925009999999999e-03,
30,2.3092846380839327e+00,6.2413537073645098e-01,1.1166003001847447e-02,2.5476528053411823e-01,6.8855965260683716e-02,3.1273508948167256e-01,8.5055112620314358e-02,nan,1.7744505254775946e+00,4.9016098988790396e-01,-1.4111157427824988e+01,-1.4099991424823141e+01,1.1032216485253327e-01,0.0000000000000000e+00,2.3092846380839327e+00,6.2413537073645098e-01,1.1166003001847447e-02,2.5476528053411823e-01,6.8855965260683716e-02,3.1273508948167256e-01,8.5055112620314358e-02,nan,1.7744505254775946e+00,4.9016098988790396e-01,-1.4111157427824988e+01,-1.4099991424823141e+01,1.1032216485253327e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.8250163557618669e-01,7.2375245336428018e-01,3.3075870658154782e-01,4.9613805987232151e-01,0.0000000000000000e+00,0,0,3.5707220000000001e-03,
31,1.8196267197175324e+00,5.7847113224445457e-01,3.3357839102035935e-02,2.1206928795326846e-01,6.7418201649427273e-02,2.7152016946990715e-01,8.7871637989293441e-02,nan,1.7222274345505577e+00,4.8369127282933838e-01,-1.4503983377731647e+01,-1.4470625538629610e+01,1.1654549015755758e-01,0.0000000000000000e+00,1.8196267197175324e+00,5.7847113224445457e-01,3.3357839102035935e-02,2.1206928795326846e-01,6.7418201649427273e-02,2.7152016946990715e-01,8.7871637989293441e-02,nan,1.7222274345505577e+00,4.8369127282933838e-01,-1.4503983377731647e+01,-1.4470625538629610e+01,1.1654549015755758e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.4791648930409576e-01,8.2187473395614430e-01,3.4763145235390791e-01,5.2144717853086187e-01,0.0000000000000000e+00,0,0,3.6478290000000000e-03,
