iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
10,1.8705754644658283e+00,2.5998461396100812e+00,4.8173454353143113e+00,5.2257306996912078e-01,7.2630567674604851e-01,5.3777976419221385e-01,7.2851759028654173e-01,5.0000000000000011e-01,nan,nan,2.9854971449024426e-01,5.1158951498045555e+00,2.7936486920529002e-01,0.0000000000000000e+00,1.8705754644658283e+00,2.5998461396100812e+00,4.8173454353143113e+00,5.2257306996912078e-01,7.2630567674604851e-01,5.3777976419221385e-01,7.2851759028654173e-01,5.0000000000000011e-01,nan,nan,2.9854971449024426e-01,5.1158951498045555e+00,2.7936486920529002e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.8398545871815072e-01,2.7597818807722602e-01,1.4489409449213236e-01,2.1734114173819852e-01,0.0000000000000000e+00,0,0,1.1467660000000000e-03,
11,4.8266795160424243e+00,6.8205861975132107e+00,8.9189000220366097e+00,4.7588437510269471e-01,6.7247274024503723e-01,6.3357276401398022e-01,6.7699434752040466e-01,5.0000000000000000e-01,nan,nan,2.6787407734967945e+00,1.1597640795533403e+01,9.8594566621007018e-02,0.0000000000000000e+00,4.8266795160424243e+00,6.8205861975132107e+00,8.9189000220366097e+00,4.7588437510269471e-01,6.7247274024503723e-01,6.3357276401398022e-01,6.7699434752040466e-01,5.0000000000000000e-01,nan,nan,2.6787407734967945e+00,1.1597640795533403e+01,9.8594566621007018e-02,0.0000000000000000e+00,1.0000000000000001e-01,1.6489095118335728e-01,2.4733642677503592e-01,1.2290294396344270e-01,1.8435441594516405e-01,0.0000000000000000e+00,0,0,1.2791820000000000e-03,
12,7.0018708028268094e+01,6.3026231590117298e+01,4.4754182659464163e+02,6.7953103927476544e-01,6.1166910758641446e-01,7.2500669414380103e-01,6.1408578587766582e-01,5.0000000000000000e-01,nan,nan,2.9015747084896265e+02,-1.5738435574567902e+02,9.7049925428561723e-03,0.0000000000000000e+00,7.0018708028268094e+01,6.3026231590117298e+01,4.4754182659464163e+02,6.7953103927476544e-01,6.1166910758641446e-01,7.2500669414380103e-01,6.1408578587766582e-01,5.0000000000000000e-01,nan,nan,2.9015747084896265e+02,-1.5738435574567902e+02,9.7049925428561723e-03,0.0000000000000000e+00,1.0000000000000001e-01,1.3269148576510650e-01,1.9903722864765969e-01,7.3593850712334125e-02,1.1039077606850119e-01,0.0000000000000000e+00,0,0,1.3532020000000000e-03,
13,1.4212003045509801e+01,1.2604819271155730e+01,3.8084768059472154e+00,6.2023443392903155e-01,5.5009437588694121e-01,7.1373315327841336e-01,5.5317459790655221e-01,5.0000000000000000e-01,nan,nan,1.5279337313701161e+01,1.1470860507753946e+01,4.3641591684360846e-02,0.0000000000000000e+00,1.4212003045509801e+01,1.2604819271155730e+01,3.8084768059472154e+00,6.2023443392903155e-01,5.5009437588694121e-01,7.1373315327841336e-01,5.5317459790655221e-01,5.0000000000000000e-01,nan,nan,1.5279337313701161e+01,1.1470860507753946e+01,4.3641591684360846e-02,0.0000000000000000e+00,1.0000000000000001e-01,1.0658626738480816e-01,1.5987940107721227e-01,6.1927020135042365e-02,9.2890530202563548e-02,0.0000000000000000e+00,0,0,1.4248609999999999e-03,
14,1.2003697722637531e+01,8.9890725813199950e+00,1.1250181710536964e+00,6.5474113196361106e-01,4.9030854434939142e-01,7.2285871269624247e-01,4.9253534703464069e-01,5.0000000000000000e-01,nan,nan,1.0184041466068706e+01,9.0590232950150096e+00,5.4544953321246002e-02,0.0000000000000000e+00,1.2003697722637531e+01,8.9890725813199950e+00,1.1250181710536964e+00,6.5474113196361106e-01,4.9030854434939142e-01,7.2285871269624247e-01,4.9253534703464069e-01,5.0000000000000000e-01,nan,nan,1.0184041466068706e+01,9.0590232950150096e+00,5.4544953321246002e-02,0.0000000000000000e+00,1.0000000000000001e-01,1.0200465084131037e-01,1.5300697626196552e-01,6.6036571781236564e-02,9.9054857671854846e-02,0.0000000000000000e+00,0,0,1.4958190000000000e-03,
15,1.0414959172702318e+01,6.9158701063878256e+00,1.1975219071197820e+00,6.5025324064331302e-01,4.3178920569691165e-01,7.3169505194151196e-01,4.3403149310446709e-01,5.0000000000000000e-01,nan,nan,8.0786942766682426e+00,6.8811723695484606e+00,6.2434545336253588e-02,0.0000000000000000e+00,1.0414959172702318e+01,6.9158701063878256e+00,1.1975219071197820e+00,6.5025324064331302e-01,4.3178920569691165e-01,7.3169505194151196e-01,4.3403149310446709e-01,5.0000000000000000e-01,nan,nan,8.0786942766682426e+00,6.8811723695484606e+00,6.2434545336253588e-02,0.0000000000000000e+00,1.0000000000000001e-01,9.7012708489209856e-02,1.4551906273381485e-01,6.5605790979212486e-02,9.8408686468818729e-02,0.0000000000000000e+00,0,0,1.5727249999999999e-03,
16,9.2179048894599589e+00,5.2252482897035861e+00,1.1555589581685108e+00,6.6100052257811226e-01,3.7469380423351362e-01,7.3675855904959264e-01,3.7649057602042751e-01,5.0000000000000000e-01,nan,nan,6.3025027796345112e+00,5.1469438214660004e+00,7.1708325319555094e-02,0.0000000000000000e+00,9.2179048894599589e+00,5.2252482897035861e+00,1.1555589581685108e+00,6.6100052257811226e-01,3.7469380423351362e-01,7.3675855904959264e-01,3.7649057602042751e-01,5.0000000000000000e-01,nan,nan,6.3025027796345112e+00,5.1469438214660004e+00,7.1708325319555094e-02,0.0000000000000000e+00,1.0000000000000001e-01,9.2591345531783054e-02,1.3888701829767452e-01,6.6756335565929525e-02,1.0013450334889429e-01,0.0000000000000000e+00,0,0,1.7056979999999998e-03,
17,7.9792081226140388e+00,3.8645186992985030e+00,1.1283648516785298e+00,6.5885255920875851e-01,3.1909783477471038e-01,7.3774544734585346e-01,3.2070750063739106e-01,5.0000000000000000e-01,nan,nan,4.8682693844601115e+00,3.7399045327815816e+00,8.2571171109259683e-02,0.0000000000000000e+00,7.9792081226140388e+00,3.8645186992985030e+00,1.1283648516785298e+00,6.5885255920875851e-01,3.1909783477471038e-01,7.3774544734585346e-01,3.2070750063739106e-01,5.0000000000000000e-01,nan,nan,4.8682693844601115e+00,3.7399045327815816e+00,8.2571171109259683e-02,0.0000000000000000e+00,1.0000000000000001e-01,8.8390902441683961e-02,1.3258635366252591e-01,6.6641526178820243e-02,9.9962289268230364e-02,0.0000000000000000e+00,0,0,1.7791969999999999e-03,
18,6.9046846295549757e+00,2.7829531872178208e+00,1.1124334542907857e+00,6.5772392330630813e-01,2.6509753694466343e-01,7.3480448895271822e-01,2.6639626147837986e-01,5.0000000000000011e-01,nan,nan,3.7241440129502603e+00,2.6117105586594747e+00,9.5257634286578574e-02,0.0000000000000000e+00,6.9046846295549757e+00,2.7829531872178208e+00,1.1124334542907857e+00,6.5772392330630813e-01,2.6509753694466343e-01,7.3480448895271822e-01,2.6639626147837986e-01,5.0000000000000011e-01,nan,nan,3.7241440129502603e+00,2.6117105586594747e+00,9.5257634286578574e-02,0.0000000000000000e+00,1.0000000000000001e-01,8.4545578475025737e-02,1.2681836771253860e-01,6.6645377774931291e-02,9.9968066662396882e-02,0.0000000000000000e+00,0,0,1.8504500000000000e-03,
19,5.8993608048747932e+00,1.9293616192837169e+00,1.1036882748890804e+00,6.5056445762473269e-01,2.1276442260898923e-01,7.2762744453051253e-01,2.1382872069529241e-01,5.0000000000000000e-01,nan,nan,2.8162849351149100e+00,1.7125966602258296e+00,1.1027710952806186e-01,0.0000000000000000e+00,5.8993608048747932e+00,1.9293616192837169e+00,1.1036882748890804e+00,6.5056445762473269e-01,2.1276442260898923e-01,7.2762744453051253e-01,2.1382872069529241e-01,5.0000000000000000e-01,nan,nan,2.8162849351149100e+00,1.7125966602258296e+00,1.1027710952806186e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.0989211738762348e-02,1.2148381760814353e-01,6.6074754788025825e-02,9.9112132182038737e-02,0.0000000000000000e+00,0,0,1.9210250000000000e-03,
20,4.9996403356914456e+00,1.2659477740947302e+00,1.0992930405771837e+00,6.4052986852959037e-01,1.6218713884627495e-01,7.1599842035355454e-01,1.6299008425191239e-01,5.0000000000000000e-01,nan,nan,2.1055289081178157e+00,1.0062358675406320e+00,1.2811518939812011e-01,0.0000000000000000e+00,4.9996403356914456e+00,1.2659477740947302e+00,1.0992930405771837e+00,6.4052986852959037e-01,1.6218713884627495e-01,7.1599842035355454e-01,1.6299008425191239e-01,5.0000000000000000e-01,nan,nan,2.1055289081178157e+00,1.0062358675406320e+00,1.2811518939812011e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.7741238990783931e-02,1.1661185848617590e-01,6.5246624699370259e-02,9.7869937049055389e-02,0.0000000000000000e+00,0,0,1.9998239999999999e-03,
21,4.1883049942046471e+00,7.5966607330687952e-01,1.0955979159732503e+00,6.2561880188512653e-01,1.1347344075291731e-01,6.9953051331656857e-01,1.1404207589485814e-01,5.0000000000000000e-01,nan,nan,1.5569004647198659e+00,4.6130254874661558e-01,1.4937278988774566e-01,0.0000000000000000e+00,4.1883049942046471e+00,7.5966607330687952e-01,1.0955979159732503e+00,6.2561880188512653e-01,1.1347344075291731e-01,6.9953051331656857e-01,1.1404207589485814e-01,5.0000000000000000e-01,nan,nan,1.5569004647198659e+00,4.6130254874661558e-01,1.4937278988774566e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.4780785489032761e-02,1.1217117823354912e-01,6.3966668730039256e-02,9.5950003095058911e-02,0.0000000000000000e+00,0,0,2.0737980000000000e-03,
22,3.4711661603845001e+00,3.8223552324067961e-01,1.0893378392146384e+00,6.0629497548499567e-01,6.6763579294352116e-02,6.7782486375714346e-01,6.7098203301603099e-02,5.0000000000000011e-01,nan,nan,1.1404541659949581e+00,5.1116326780319632e-02,1.7466607689498695e-01,0.0000000000000000e+00,3.4711661603845001e+00,3.8223552324067961e-01,1.0893378392146384e+00,6.0629497548499567e-01,6.6763579294352116e-02,6.7782486375714346e-01,6.7098203301603099e-02,5.0000000000000011e-01,nan,nan,1.1404541659949581e+00,5.1116326780319632e-02,1.7466607689498695e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.2107887191314973e-02,1.0816183078697247e-01,6.2282956619525126e-02,9.3424434929287703e-02,0.0000000000000000e+00,0,0,2.2020550000000001e-03,
23,2.8431251110252087e+00,1.0866739121705851e-01,1.0775186613772743e+00,5.8176337222466812e-01,2.2235640535177528e-02,6.5044793104213627e-01,2.2351470578486975e-02,5.0000000000000000e-01,nan,nan,8.2958662879684864e-01,-2.4793203258042562e-01,2.0462109457254549e-01,0.0000000000000000e+00,2.8431251110252087e+00,1.0866739121705851e-01,1.0775186613772743e+00,5.8176337222466812e-01,2.2235640535177528e-02,6.5044793104213627e-01,2.2351470578486975e-02,5.0000000000000000e-01,nan,nan,8.2958662879684864e-01,-2.4793203258042562e-01,2.0462109457254549e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.9719115005619475e-02,1.0457867250842920e-01,6.0116325349081040e-02,9.0174488023621560e-02,0.0000000000000000e+00,0,0,2.2732420000000004e-03,
24,2.3013795100273637e+00,8.2947468321293946e-02,1.0580879317183693e+00,5.5188073390625925e-01,1.9891160711810456e-02,6.1701307941864181e-01,1.9985166757906837e-02,5.0000000000000022e-01,nan,nan,6.0116391787889700e-01,-4.5692401383947234e-01,2.3980431367432192e-01,0.0000000000000000e+00,2.3013795100273637e+00,8.2947468321293946e-02,1.0580879317183693e+00,5.5188073390625925e-01,1.9891160711810456e-02,6.1701307941864181e-01,1.9985166757906837e-02,5.0000000000000022e-01,nan,nan,6.0116391787889700e-01,-4.5692401383947234e-01,2.3980431367432192e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.7619378847706496e-02,1.0142906827155973e-01,5.7448834882920338e-02,8.6173252324380500e-02,0.0000000000000000e+00,0,0,2.3452370000000000e-03,
25,2.4922924580811093e-01,1.3197039881329523e-01,8.7102806531802723e-01,6.9952923178657977e-02,3.7041058885806166e-02,7.8213915710266868e-02,3.7503429774136544e-02,nan,nan,nan,4.3551403265901362e-01,-4.3551403265901362e-01,2.8067702468801287e-01,0.0000000000000000e+00,2.4922924580811093e-01,1.3197039881329523e-01,8.7102806531802723e-01,6.9952923178657977e-02,3.7041058885806166e-02,7.8213915710266868e-02,3.7503429774136544e-02,nan,nan,nan,4.3551403265901362e-01,-4.3551403265901362e-01,2.8067702468801287e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.8504220494106561e-02,4.2756330741159830e-02,2.6088621481089813e-02,3.9132932221634720e-02,0.0000000000000000e+00,0,0,2.4149479999999997e-03,
26,1.1108286051124974e-01,1.1726658163716028e-01,6.8762446401251454e-01,3.5026201228408438e-02,3.6976027326689080e-02,3.9162571427256813e-02,3.7115332855654090e-02,nan,nan,nan,3.4381223200625727e-01,-3.4381223200625727e-01,3.1531598184637327e-01,0.0000000000000000e+00,1.1108286051124974e-01,1.1726658163716028e-01,6.8762446401251454e-01,3.5026201228408438e-02,3.6976027326689080e-02,3.9162571427256813e-02,3.7115332855654090e-02,nan,nan,nan,3.4381223200625727e-01,-3.4381223200625727e-01,3.1531598184637327e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.4329860548785547e-02,3.6494790823178344e-02,2.3651335188618894e-02,3.5477002782928369e-02,0.0000000000000000e+00,0,0,2.4848309999999998e-03,
27,5.0787358180938678e-02,1.0692522376573439e-01,5.7170452664347882e-01,1.7540203734023541e-02,3.6928288383799794e-02,1.9611589538439344e-02,3.7103431031256032e-02,nan,nan,nan,2.8585226332173941e-01,-2.8585226332173941e-01,3.4536554690506949e-01,0.0000000000000000e+00,5.0787358180938678e-02,1.0692522376573439e-01,5.7170452664347882e-01,1.7540203734023541e-02,3.6928288383799794e-02,1.9611589538439344e-02,3.7103431031256032e-02,nan,nan,nan,2.8585226332173941e-01,-2.8585226332173941e-01,3.4536554690506949e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1687499356294923e-02,3.2531249034442412e-02,2.0702776861682370e-02,3.1054165292523583e-02,0.0000000000000000e+00,0,0,2.5549580000000000e-03,
28,2.3497208760442138e-02,9.8638978537769262e-02,4.8653405254002668e-01,8.7827892732806889e-03,3.6869288240199583e-02,9.8199804769700475e-03,3.7064485902096891e-02,nan,nan,nan,2.4326702627001334e-01,-2.4326702627001334e-01,3.7378010991955057e-01,0.0000000000000000e+00,2.3497208760442138e-02,9.8638978537769262e-02,4.8653405254002668e-01,8.7827892732806889e-03,3.6869288240199583e-02,9.8199804769700475e-03,3.7064485902096891e-02,nan,nan,nan,2.4326702627001334e-01,-2.4326702627001334e-01,3.7378010991955057e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.9871598061307172e-02,2.9807397091960779e-02,1.9140648963014151e-02,2.8710973444521226e-02,0.0000000000000000e+00,0,0,2.6843330000000001e-03,
29,1.0997365380037573e-02,9.2061975276392205e-02,4.2380909954133350e-01,4.3979444420373381e-03,3.6816404520371097e-02,4.9173135339812919e-03,3.6984282903134429e-02,nan,nan,nan,2.1190454977066675e-01,-2.1190454977066675e-01,3.9990891364039705e-01,0.0000000000000000e+00,1.0997365380037573e-02,9.2061975276392205e-02,4.2380909954133350e-01,4.3979444420373381e-03,3.6816404520371097e-02,4.9173135339812919e-03,3.6984282903134429e-02,nan,nan,nan,2.1190454977066675e-01,-2.1190454977066675e-01,3.9990891364039705e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.8452031444007873e-02,2.7678047166011788e-02,1.7577952982649303e-02,2.6366929473973955e-02,0.0000000000000000e+00,0,0,2.7553550000000001e-03,
30,5.1859126772829858e-03,8.6566017644998910e-02,3.7472224380665053e-01,2.2021697429150389e-03,3.6759790741857000e-02,2.4622318957588660e-03,3.6948037091856470e-02,nan,nan,nan,1.8736112190332527e-01,-1.8736112190332527e-01,4.2464458620016798e-01,0.0000000000000000e+00,5.1859126772829858e-03,8.6566017644998910e-02,3.7472224380665053e-01,2.2021697429150389e-03,3.6759790741857000e-02,2.4622318957588660e-03,3.6948037091856470e-02,nan,nan,nan,1.8736112190332527e-01,-1.8736112190332527e-01,4.2464458620016798e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7332380527727766e-02,2.5998570791591673e-02,1.6477961096310723e-02,2.4716941644466084e-02,0.0000000000000000e+00,0,0,2.8273180000000001e-03,
31,2.4615888368078901e-03,8.1937743272261609e-02,3.3572166727933267e-01,1.1026970325502261e-03,3.6704954543648069e-02,1.2329184948794483e-03,3.6879370502235095e-02,nan,nan,nan,1.6786083363966633e-01,-1.6786083363966633e-01,4.4796150196235390e-01,0.0000000000000000e+00,2.4615888368078901e-03,8.1937743272261609e-02,3.3572166727933267e-01,1.1026970325502261e-03,3.6704954543648069e-02,1.2329184948794483e-03,3.6879370502235095e-02,nan,nan,nan,1.6786083363966633e-01,-1.6786083363966633e-01,4.4796150196235390e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.6393896762718855e-02,2.4590845144078308e-02,1.5473106569553863e-02,2.3209659854330822e-02,0.0000000000000000e+00,0,0,2.9002940000000003e-03,
32,1.1743158742562507e-03,7.7945543726839442e-02,3.0380567043504586e-01,5.5214751040655319e-04,3.6648945023686368e-02,6.1735259766472689e-04,3.6831155001152180e-02,nan,nan,nan,1.5190283521752293e-01,-1.5190283521752293e-01,4.7018653371798630e-01,0.0000000000000000e+00,1.1743158742562507e-03,7.7945543726839442e-02,3.0380567043504586e-01,5.5214751040655319e-04,3.6648945023686368e-02,6.1735259766472689e-04,3.6831155001152180e-02,nan,nan,nan,1.5190283521752293e-01,-1.5190283521752293e-01,4.7018653371798630e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.5606365146707570e-02,2.3409547720061302e-02,1.4661813562136916e-02,2.1992720343205374e-02,0.0000000000000000e+00,0,0,2.9715699999999998e-03,
33,5.6262277400177297e-04,7.4467361392156456e-02,2.7729633002986337e-01,2.7647355986726296e-04,3.6593357840055366e-02,3.0912331786838359e-04,3.6770665160096819e-02,nan,nan,nan,1.3864816501493168e-01,-1.3864816501493168e-01,4.9140129522448328e-01,0.0000000000000000e+00,5.6262277400177297e-04,7.4467361392156456e-02,2.7729633002986337e-01,2.7647355986726296e-04,3.6593357840055366e-02,3.0912331786838359e-04,3.6770665160096819e-02,nan,nan,nan,1.3864816501493168e-01,-1.3864816501493168e-01,4.9140129522448328e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.4924852582045449e-02,2.2387278873068173e-02,1.3937684867553701e-02,2.0906527301330580e-02,0.0000000000000000e+00,0,0,3.0971799999999997e-03,
